layer9,"[('jsp', 1), ('Isa', 1), ('ô', 0), ('Zug', 0), ('sim', 0), ('answer', 0), ('Gran', 0), ('ago', 0), ('postgresql', 0), ('ns', 0)]","[('compression', 1), ('irtual', 0), ('ân', 0), ('jur', 0), ('aria', 0), ('onas', 0), ('crisis', 0), ('definitely', 0), ('références', 0), ('(', 0)]","[('sche', 2), ('oux', 1), ('sin', 1), ('ami', 1), ('itos', 0), ('wards', 0), ('гани', 0), ('nel', 0), ('yi', 0), ('py', 0)]","[('arina', 1), ('gh', 0), ('aum', 0), ('irtual', 0), ('sche', 0), ('Gast', 0), ('lain', 0), ('références', 0), ('apy', 0), ('äl', 0)]"
layer10,"[('externas', 1), ('inas', 0), ('umar', 0), ('indeed', 0), ('Ge', 0), ('Ћ', 0), ('isecond', 0), ('frika', 0), ('iseconds', 0), ('externos', 0)]","[('indeed', 0), ('atge', 0), ('ahl', 0), ('arina', 0), ('exp', 0), ('Dave', 0), ('Garc', 0), ('gh', 0), ('olia', 0), ('third', 0)]","[('Connect', 0), ('CTYPE', 0), ('TAC', 0), ('Sir', 0), ('aug', 0), ('ё', 0), ('Britain', 0), ('cust', 0), ('Bio', 0), ('pes', 0)]","[('complement', 0), ('priv', 0), ('olia', 0), ('Javascript', 0), ('�', 0), ('indeed', 0), ('iek', 0), ('oli', 0), ('som', 0), ('ahl', 0)]"
layer11,"[('uge', 2), ('phia', 1), ('alphabet', 0), ('uchte', 0), ('ingsområ', 0), ('uren', 0), ('idos', 0), ('tes', 0), ('veg', 0), ('retto', 0)]","[('complement', 1), ('priv', 0), ('пе', 0), ('Javascript', 0), ('iek', 0), ('Mys', 0), ('organ', 0), ('phia', 0), ('Auf', 0), ('olia', 0)]","[('iente', 4), ('uth', 1), ('puis', 1), ('elsk', 1), ('Oficina', 0), ('undle', 0), ('voor', 0), ('ven', 0), ('isto', 0), ('amet', 0)]","[('Javascript', 0), ('пе', 0), ('organ', 0), ('iani', 0), ('Vil', 0), ('со', 0), ('exp', 0), ('priv', 0), ('voor', 0), ('ahl', 0)]"
layer12,"[('iemann', 1), ('alion', 1), ('iman', 1), ('emark', 0), ('yal', 0), ('мо', 0), ('条', 0), ('uent', 0), ('rör', 0), ('gepubliceerd', 0)]","[('ahl', 1), ('Javascript', 0), ('пе', 0), ('inth', 0), ('omorphic', 0), ('педи', 0), ('penas', 0), ('ler', 0), ('Karl', 0), ('а', 0)]","[('olt', 1), ('sero', 0), ('rain', 0), ('rain', 0), ('Rain', 0), ('口', 0), ('SB', 0), ('dos', 0), ('trou', 0), ('ust', 0)]","[('penas', 0), ('organ', 0), ('__', 0), ('_', 0), ('apt', 0), ('ast', 0), ('ollar', 0), ('priv', 0), ('Far', 0), ('ân', 0)]"
layer13,"[('mér', 2), ('line', 1), ('ovie', 0), ('rela', 0), ('ico', 0), ('ner', 0), ('жов', 0), ('kov', 0), ('skill', 0), ('correctly', 0)]","[('organ', 2), ('penas', 0), ('ved', 0), ('ollar', 0), ('saf', 0), ('definitely', 0), ('Po', 0), ('sust', 0), ('tr', 0), ('line', 0)]","[('davon', 2), ('ISTS', 0), ('št', 0), ('ITY', 0), ('PF', 0), ('li', 0), ('瀬', 0), ('EventListener', 0), ('mét', 0), ('Gree', 0)]","[('organ', 1), ('monot', 1), ('ân', 0), ('anga', 0), ('saf', 0), ('RC', 0), ('ved', 0), ('iman', 0), ('дей', 0), ('ニ', 0)]"
layer14,"[('agnet', 3), ('ille', 0), ('que', 0), ('emark', 0), ('jest', 0), ('dienst', 0), ('esterni', 0), ('Frederick', 0), ('etapa', 0), ('antics', 0)]","[('monot', 1), ('organ', 0), ('ân', 0), ('ange', 0), ('ść', 0), ('correlate', 0), ('verd', 0), ('RC', 0), ('astero', 0), ('penas', 0)]","[('if', 1), ('leid', 1), ('irm', 1), ('person', 0), ('erson', 0), ('fac', 0), ('Person', 0), ('dor', 0), ('ély', 0), ('zan', 0)]","[('ân', 0), ('monot', 0), ('stad', 0), ('坂', 0), ('__', 0), ('pla', 0), ('Fab', 0), ('BB', 0), ('complement', 0), ('runner', 0)]"
layer15,"[('psum', 2), ('scheid', 2), ('ответ', 1), ('externos', 0), ('isseur', 0), ('onderwerp', 0), ('osos', 0), ('Gemeins', 0), ('ño', 0), ('isl', 0)]","[('Ziel', 1), ('ân', 1), ('anga', 0), ('Fab', 0), ('__', 0), ('≠', 0), ('Shang', 0), ('_', 0), ('Luxemb', 0), ('po', 0)]","[('Dre', 0), ('othe', 0), ('Dal', 0), ('wod', 0), ('Span', 0), ('dal', 0), ('ppo', 0), ('udi', 0), ('мов', 0), ('Gew', 0)]","[('≠', 1), ('Fab', 1), ('anga', 1), ('Shang', 0), ('ân', 0), ('_', 0), ('Ziel', 0), ('__', 0), ('po', 0), ('abei', 0)]"
layer16,"[('drum', 0), ('feld', 0), ('Η', 0), ('correct', 0), ('answer', 0), ('pages', 0), ('swer', 0), ('dare', 0), ('werp', 0), ('Correct', 0)]","[('Shang', 1), ('anga', 1), ('Ziel', 1), ('≠', 0), ('H', 0), ('_', 0), ('ân', 0), ('organ', 0), ('Рус', 0), ('conduct', 0)]","[('ex', 2), ('стви', 0), ('beck', 0), ('ум', 0), ('uki', 0), ('trav', 0), ('ango', 0), ('wave', 0), ('GER', 0), ('Chain', 0)]","[('vil', 1), ('_', 1), ('≠', 1), ('pale', 0), ('ân', 0), ('cho', 0), ('anga', 0), ('ategor', 0), ('H', 0), ('abei', 0)]"
layer17,"[('D', 11), ('D', 7), ('дей', 1), ('unker', 0), ('า', 0), ('fün', 0), ('Д', 0), ('ker', 0), ('TD', 0), ('ктора', 0)]","[('D', 4), ('≠', 2), ('cho', 0), ('_', 0), ('pot', 0), ('ân', 0), ('sa', 0), ('arta', 0), ('vil', 0), ('ategor', 0)]","[('mut', 1), ('anten', 1), ('❯', 1), ('Einzeln', 1), ('Lan', 0), ('bindung', 0), ('ignon', 0), ('ends', 0), ('AME', 0), ('�', 0)]","[('D', 3), ('cho', 3), ('None', 0), ('cho', 0), ('≠', 0), ('none', 0), ('manip', 0), ('pot', 0), ('ân', 0), ('anga', 0)]"
layer18,"[('alphabet', 26), ('#', 15), ('letter', 7), ('none', 3), ('letters', 1), ('Option', 1), ('None', 0), ('none', 0), ('�', 0), ('A', 0)]","[('none', 5), ('None', 4), ('cho', 4), ('D', 2), ('none', 1), ('A', 0), ('None', 0), ('cho', 0), ('arta', 0), ('quelle', 0)]","[('Alc', 1), ('bis', 1), ('äler', 1), ('iből', 0), ('ikz', 0), ('ring', 0), ('aff', 0), ('zony', 0), ('connexes', 0), ('Napole', 0)]","[('none', 4), ('None', 3), ('D', 3), ('cho', 2), ('A', 1), ('cho', 1), ('选', 1), ('emb', 1), ('sa', 0), (""{'"", 0)]"
layer19,"[('د', 1), ('iframe', 1), ('mb', 0), ('dust', 0), ('A', 0), ('endes', 0), ('度', 0), ('esten', 0), ('odio', 0), ('vity', 0)]","[('D', 10), ('A', 4), ('none', 3), ('None', 3), ('选', 0), ('emb', 0), ('none', 0), ('A', 0), ('cho', 0), ('sa', 0)]","[('би', 1), ('iformes', 1), ('orsz', 1), ('државе', 0), ('͡', 0), ('zug', 0), ('cca', 0), ('Ć', 0), ('iwers', 0), ('�', 0)]","[('none', 7), ('None', 5), ('D', 2), ('A', 1), ('None', 0), ('aly', 0), ('none', 0), ('cho', 0), ('选', 0), ('Answer', 0)]"
layer20,"[('D', 99), ('D', 0), ('Д', 0), ('Д', 0), ('d', 0), ('DS', 0), ('DE', 0), ('DE', 0), ('DP', 0), ('DF', 0)]","[('D', 93), ('D', 1), ('none', 0), ('None', 0), ('A', 0), ('DE', 0), ('None', 0), ('Docker', 0), ('none', 0), ('দ', 0)]","[('Begr', 1), ('uso', 0), ('еде', 0), ('powiecie', 0), ('cool', 0), ('sub', 0), ('fach', 0), ('ês', 0), ('ton', 0), ('모', 0)]","[('D', 89), ('D', 2), ('none', 0), ('None', 0), ('DE', 0), ('b', 0), ('A', 0), ('d', 0), ('None', 0), ('Docker', 0)]"
layer21,"[('C', 92), ('D', 7), ('D', 0), ('C', 0), ('Ц', 0), ('Д', 0), ('Cap', 0), ('Ci', 0), ('Cong', 0), ('CD', 0)]","[('D', 99), ('D', 0), ('C', 0), ('Д', 0), ('none', 0), ('b', 0), ('DE', 0), ('None', 0), ('A', 0), ('d', 0)]","[('A', 67), ('phia', 0), ('dor', 0), ('upp', 0), ('lis', 0), ('nof', 0), ('DC', 0), ('А', 0), ('A', 0), ('ABC', 0)]","[('D', 98), ('D', 0), ('A', 0), ('C', 0), ('Д', 0), ('DE', 0), ('A', 0), ('none', 0), ('B', 0), ('b', 0)]"
layer22,"[('A', 34), ('externes', 0), ('iformes', 0), ('B', 0), ('abord', 0), ('atol', 0), ('良', 0), ('房', 0), ('stvo', 0), ('udni', 0)]","[('D', 97), ('A', 1), ('D', 0), ('C', 0), ('A', 0), ('B', 0), ('none', 0), ('А', 0), ('None', 0), ('Д', 0)]","[('decl', 2), ('Vor', 0), ('delayed', 0), ('manifest', 0), ('shot', 0), ('才', 0), ('decl', 0), ('Bef', 0), ('atte', 0), ('ure', 0)]","[('D', 95), ('D', 2), ('C', 0), ('A', 0), ('Д', 0), ('None', 0), ('B', 0), ('none', 0), ('C', 0), ('DE', 0)]"
layer23,"[('éric', 0), ('{{', 0), ('Night', 0), ('Wein', 0), ('ango', 0), ('iger', 0), ('гер', 0), ('edia', 0), ('рд', 0), ('aso', 0)]","[('D', 94), ('D', 1), ('C', 0), ('A', 0), ('Д', 0), ('none', 0), ('C', 0), ('None', 0), ('B', 0), ('DE', 0)]","[('adi', 2), ('米', 2), ('onnen', 1), ('зо', 0), ('este', 0), ('uno', 0), ('yo', 0), ('assen', 0), ('ContentView', 0), ('ikz', 0)]","[('D', 78), ('D', 4), ('C', 0), ('A', 0), ('none', 0), ('None', 0), ('Д', 0), ('B', 0), ('C', 0), ('A', 0)]"
layer24,"[('A', 11), ('A', 0), ('А', 0), ('RS', 0), ('D', 0), ('({', 0), ('öst', 0), ('refer', 0), ('mieszkań', 0), ('рос', 0)]","[('D', 78), ('D', 5), ('A', 2), ('C', 0), ('A', 0), ('Д', 0), ('B', 0), ('none', 0), ('C', 0), ('None', 0)]","[('A', 53), ('A', 4), ('bul', 2), ('А', 1), ('teger', 0), ('<s>', 0), ('orgen', 0), ('Veg', 0), ('Ent', 0), ('�', 0)]","[('D', 57), ('A', 19), ('D', 3), ('A', 1), ('C', 0), ('А', 0), ('Д', 0), ('None', 0), ('C', 0), ('none', 0)]"
layer25,"[('//', 99), ('//', 0), ('{', 0), ('///', 0), ('\\\\', 0), ('////', 0), ('{', 0), ('///', 0), ('->', 0), ('////////', 0)]","[('D', 52), ('A', 18), ('D', 4), ('A', 1), ('C', 1), ('А', 0), ('Д', 0), ('B', 0), ('None', 0), ('C', 0)]","[('aco', 2), ('B', 2), ('gele', 0), ('heck', 0), ('kir', 0), ('ahu', 0), ('loy', 0), ('ziel', 0), ('�', 0), ('Poz', 0)]","[('A', 49), ('D', 17), ('A', 3), ('C', 3), ('А', 1), ('B', 0), ('D', 0), ('B', 0), ('C', 0), ('{', 0)]"
layer26,"[('D', 92), ('A', 0), (""'"", 0), ('""', 0), ('B', 0), ('C', 0), ('Warren', 0), ('面', 0), ('E', 0), ('Д', 0)]","[('D', 43), ('A', 42), ('C', 2), ('A', 1), ('B', 0), ('А', 0), ('D', 0), ('B', 0), ('C', 0), ('Д', 0)]","[('cide', 1), ('geg', 1), ('scr', 0), ('civil', 0), ('heb', 0), ('ex', 0), ('Sc', 0), ('atem', 0), ('hed', 0), ('imin', 0)]","[('D', 43), ('A', 41), ('A', 2), ('C', 2), ('А', 0), ('B', 0), ('D', 0), ('B', 0), ('C', 0), ('А', 0)]"
layer27,"[('turns', 2), (':\u2009', 1), ('must', 0), ('зво', 0), ('Receive', 0), ('Give', 0), ('Turn', 0), ('Must', 0), ('turno', 0), ('turn', 0)]","[('D', 44), ('A', 39), ('C', 2), ('A', 2), ('B', 0), ('А', 0), ('D', 0), ('B', 0), ('{', 0), ('C', 0)]","[('macht', 1), ('vt', 1), ('ulas', 0), ('voc', 0), ('quelle', 0), ('kem', 0), ('wod', 0), ('cito', 0), ('Tob', 0), ('none', 0)]","[('D', 68), ('A', 11), ('C', 3), ('A', 3), ('B', 1), ('D', 0), ('А', 0), ('B', 0), ('C', 0), ('{', 0)]"
layer28,"[('D', 99), ('A', 0), ('B', 0), ('{', 0), ('Д', 0), ('C', 0), ('D', 0), ('А', 0), ('({', 0), ('🌍', 0)]","[('D', 89), ('A', 6), ('C', 0), ('B', 0), ('A', 0), ('D', 0), ('А', 0), ('{', 0), ('B', 0), ('Д', 0)]","[('–', 6), ('…', 4), ('“', 4), ('A', 2), ('×', 1), ('—', 1), ('//', 1), ('The', 0), ('>', 0), ('+', 0)]","[('D', 53), ('A', 34), ('A', 5), ('B', 1), ('C', 1), ('D', 1), ('А', 0), ('B', 0), ('{', 0), ('C', 0)]"
layer29,"[('�', 49), ('�', 18), ('✔', 7), ('�', 4), ('✅', 1), ('☆', 0), ('�', 0), ('★', 0), ('\u200d', 0), ('zug', 0)]","[('D', 45), ('A', 36), ('A', 7), ('B', 3), ('C', 2), ('D', 1), ('А', 0), ('B', 0), ('C', 0), ('{', 0)]","[('1', 1), ('affen', 0), ('8', 0), ('toolbar', 0), ('пан', 0), ('goto', 0), ('stein', 0), ('6', 0), ('7', 0), ('¬', 0)]","[('D', 36), ('A', 25), ('A', 19), ('D', 6), ('B', 3), ('C', 1), ('B', 1), ('А', 0), ('C', 0), ('{', 0)]"
layer30,"[('\x91', 2), ('{', 0), ('mathchar', 0), ('azu', 0), ('`{', 0), ('Попис', 0), ('illaume', 0), ('unos', 0), ('onda', 0), ('Ē', 0)]","[('A', 26), ('A', 20), ('D', 18), ('D', 6), ('B', 4), ('{', 3), ('C', 1), ('B', 1), ('А', 0), ('C', 0)]","[(',', 36), ('\n', 32), ('I', 13), ('(', 11), ('from', 2), ('.', 0), ('-', 0), ('1', 0), ('and', 0), ('on', 0)]","[('A', 37), ('D', 37), ('B', 10), ('A', 4), ('C', 4), ('D', 1), ('{', 1), ('(', 0), ('B', 0), ('C', 0)]"
layer31,"[('(', 4), ('', 4), ('(', 1), ('!', 1), ('/', 0), (',', 0), ('/', 0), ('bid', 0), ('+', 0), ('1', 0)]","[('A', 34), ('D', 33), ('B', 13), ('C', 4), ('A', 4), ('{', 2), ('D', 2), ('(', 1), ('B', 0), ('C', 0)]","[('textt', 11), ('geprüft', 5), ('archivi', 3), ('beskre', 3), ('Ḩ', 2), ('ungsseite', 2), ('kwiet', 1), ('prü', 1), ('stycz', 0), ('Хронологија', 0)]","[('D', 28), ('{', 25), ('A', 19), ('�', 8), ('B', 7), ('C', 3), ('(', 1), ('\n', 1), ('�', 1), ('\u200d', 0)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('пута', 9), ('archivi', 3), ('partiellement', 3), ('textt', 1), ('sier', 0), ('ѐ', 0), ('Censo', 0), ('konn', 0), ('embros', 0), ('totalité', 0)]","[('пута', 22), ('partiellement', 1), ('Censo', 0), ('sterd', 0), ('сылки', 0), ('empre', 0), ('bolds', 0), ('писок', 0), ('ográfica', 0), ('cí', 0)]","[('пута', 3), ('partiellement', 1), ('сылки', 1), ('embros', 0), ('penas', 0), ('gmin', 0), ('berga', 0), ('virtuel', 0), ('cí', 0), ('sono', 0)]","[('пута', 18), ('partiellement', 2), ('сылки', 1), ('sterd', 0), ('cí', 0), ('bolds', 0), ('empre', 0), ('洞', 0), ('totalité', 0), ('ográfica', 0)]"
layer1,"[('%%%%', 1), ('ˇ', 0), ('Pick', 0), ('pick', 0), ('kin', 0), ('pick', 0), ('Û', 0), ('kin', 0), ('Profil', 0), ('ing', 0)]","[('пута', 3), ('partiellement', 1), ('Хронологија', 0), ('сылки', 0), ('totalité', 0), ('Oficina', 0), ('ә', 0), ('aucoup', 0), ('virtuel', 0), ('sterd', 0)]","[('Pil', 0), ('arda', 0), ('ello', 0), ('abei', 0), ('zet', 0), ('arde', 0), ('Spr', 0), ('An', 0), ('ben', 0), ('ardi', 0)]","[('sce', 0), ('partiellement', 0), ('aucoup', 0), ('пута', 0), ('sterd', 0), ('overcome', 0), ('ént', 0), ('Carter', 0), ('fen', 0), ('сылки', 0)]"
layer2,"[('werb', 0), ('ölker', 0), ('rv', 0), ('kernel', 0), ('indeed', 0), ('ote', 0), ('tun', 0), ('immagini', 0), ('�', 0), ('cv', 0)]","[('virtuel', 0), ('fen', 0), ('overcome', 0), ('sce', 0), ('Хронологија', 0), ('ченко', 0), ('sterd', 0), ('geg', 0), ('autore', 0), ('totalité', 0)]","[('iből', 2), ('◦', 1), ('anto', 1), ('="".', 0), ('xp', 0), ('unda', 0), ('Gemeinsame', 0), ('ะ', 0), ('onderwerp', 0), ('❯', 0)]","[('Хронологија', 1), ('aucoup', 0), ('idense', 0), ('fen', 0), ('rv', 0), ('geg', 0), ('overcome', 0), ('indeed', 0), ('gem', 0), ('sce', 0)]"
layer3,"[('bal', 0), ('ale', 0), ('sudden', 0), ('mér', 0), ('orsz', 0), ('subfigure', 0), ('Bal', 0), ('atte', 0), ('aster', 0), ('�', 0)]","[('rv', 0), ('Orth', 0), ('ǒ', 0), ('Jug', 0), ('orth', 0), ('Хронологија', 0), ('autore', 0), ('idense', 0), ('overcome', 0), ('connexes', 0)]","[('neutral', 1), ('RE', 1), ('Murray', 0), ('explo', 0), ('oda', 0), ('strip', 0), ('fn', 0), ('esc', 0), ('nor', 0), ('Bres', 0)]","[('Carter', 0), ('xt', 0), ('purs', 0), ('rv', 0), ('Frank', 0), ('SOUR', 0), ('cí', 0), ('基', 0), ('ale', 0), ('older', 0)]"
layer4,"[('questions', 0), ('sí', 0), ('yes', 0), ('Question', 0), ('ogle', 0), ('fog', 0), ('satisf', 0), ('answered', 0), ('Answer', 0), ('answers', 0)]","[('orch', 0), ('purs', 0), ('strip', 0), ('Uni', 0), ('Jug', 0), ('уні', 0), ('orch', 0), ('智', 0), ('indeed', 0), ('esc', 0)]","[('egen', 1), ('icol', 0), ('fol', 0), ('sem', 0), ('pository', 0), ('deg', 0), ('Gent', 0), ('tegr', 0), ('Nicol', 0), ('Haz', 0)]","[('times', 0), ('purs', 0), ('ént', 0), ('indeed', 0), ('orch', 0), ('уні', 0), ('Frank', 0), ('som', 0), ('simple', 0), ('plug', 0)]"
layer5,"[('lat', 0), ('quelle', 0), ('ǒ', 0), ('lab', 0), ('ֵ', 0), ('mana', 0), ('suivante', 0), ('чник', 0), ('лено', 0), ('нциклопеди', 0)]","[('indeed', 1), ('ént', 0), ('ǒ', 0), ('заня', 0), ('espèce', 0), ('times', 0), ('berga', 0), ('General', 0), ('外', 0), ('Eing', 0)]","[('ione', 0), ('logs', 0), ('etes', 0), ('lices', 0), ('Lloyd', 0), ('uent', 0), ('MainActivity', 0), ('nest', 0), ('estra', 0), ('лом', 0)]","[('ént', 3), ('indeed', 0), ('atge', 0), ('times', 0), ('autore', 0), ('Gary', 0), ('ǒ', 0), ('заня', 0), ('égl', 0), ('older', 0)]"
layer6,"[('candid', 0), ('nej', 0), ('answers', 0), ('lande', 0), ('都', 0), ('answer', 0), ('_', 0), ('uchar', 0), ('VALUES', 0), ('Century', 0)]","[('ént', 2), ('autore', 0), ('indeed', 0), ('ǒ', 0), ('invol', 0), ('ilda', 0), ('égl', 0), ('NT', 0), ('avas', 0), ('Gemeins', 0)]","[('Пе', 1), ('ouri', 0), ('Commons', 0), ('tu', 0), ('iras', 0), ('ActivityThread', 0), ('oggle', 0), ('structor', 0), ('格', 0), ('bourg', 0)]","[('connexes', 1), ('lain', 0), ('penas', 0), ('indeed', 0), ('arina', 0), ('фере', 0), ('endi', 0), ('avas', 0), ('ione', 0), ('nej', 0)]"
layer7,"[('acci', 1), ('witz', 0), ('▶', 0), ('isce', 0), ('unes', 0), ('平', 0), ('izza', 0), ('delta', 0), ('tone', 0), ('фон', 0)]","[('arina', 1), ('indeed', 0), ('lain', 0), ('ña', 0), ('oci', 0), ('avas', 0), ('пе', 0), ('ént', 0), ('uchar', 0), ('живело', 0)]","[('nitz', 8), ('berts', 4), ('références', 1), ('Stra', 0), ('�', 0), ('anus', 0), ('Err', 0), ('CHAP', 0), ('avid', 0), ('当', 0)]","[('arina', 1), ('penas', 1), ('onas', 0), ('irtual', 0), ('autore', 0), ('Gary', 0), ('imo', 0), ('edeut', 0), ('indeed', 0), ('imore', 0)]"
layer8,"[('Duke', 1), ('PG', 0), ('hands', 0), ('Zag', 0), ('iere', 0), ('cul', 0), ('ris', 0), ('anze', 0), ('Mitchell', 0), ('Graphics', 0)]","[('arina', 1), ('onas', 0), ('imo', 0), ('пе', 0), ('irtual', 0), ('indeed', 0), ('penas', 0), ('irst', 0), ('autore', 0), ('Eliz', 0)]","[('dess', 2), ('rid', 1), ('eten', 0), ('(', 0), ('pit', 0), ('expl', 0), ('set', 0), ('�', 0), ('bur', 0), ('st', 0)]","[('onas', 2), ('irtual', 1), ('aria', 0), ('komt', 0), ('compression', 0), ('外', 0), ('�', 0), ('bur', 0), ('ona', 0), ('blow', 0)]"
